train_idx	gen_idx	re_idx	similarity	query	train_texts	generated_texts
0	31	32	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울시 강서구에 비 얼만큼 올까?
0	34	33	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은 강진에 어느 정도 비가 올지 알려줄래?
0	37	34	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은 강진에 어느 정도 비가 올 예정이야?
0	45	35	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 오는지 알려줘
0	46	36	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천군 강수량 알려줘.
0	54	37	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울시 강서구에 비 얼만큼 와?
0	57	38	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울시 강서구에 비 얼만큼 내리는지 알려줄래?
0	79	39	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울시 강서구에 비 얼만큼 올지 알려줘
0	80	40	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은동에 비가 어느 정도 올 거 같아?
0	82	41	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비 얼마 정도인지 찾아줄래?
0	55	42	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은원에 비가 많이 오려나?
0	69	43	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울시 강서구에 비 얼만큼 내릴까?
0	85	44	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비 얼만큼인지 찾아줄래?
0	97	45	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 오는지 알려줄래?
0	1	46	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 올 예정이야?
0	5	47	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 많이 올 거 같아?
0	15	48	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 올지 알려줄래?
0	32	49	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 내리는지 찾아봐
0	40	50	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은광역시 강서구에 얼마나 비 올지 알려줘
0	63	51	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼마나 오는지 알려줘
0	65	52	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 올지 알려줘
0	71	53	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대 강서구에 비 어느 정도 와?
0	74	54	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은 강진에 어느 정도 비가 올 거 같아?
0	77	55	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비 얼마만큼인지 찾아줄래?
0	88	56	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 와?
0	92	57	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 내리는지 알려줘
0	96	58	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 올 거 같아?
0	2	59	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비의 양 좀 알려줄래?
0	14	60	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 올꺼같아?
0	49	61	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울시 강서구에 비 어느 정도 와?
0	52	62	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼마나 내리는지 찾아줘
0	62	63	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 올거 같아?
0	72	64	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대전천에 내리는 비의 양 좀 알려줘
0	93	65	0.99998665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 와?
0	28	66	0.9999865	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 많이 올까?
0	58	67	0.9999865	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼마나 내려?
0	59	68	0.9999865	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 어느 정도 올까?
0	8	69	0.99998647	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대전천에 내리는 비의 양 좀 알려줄래
0	9	70	0.99998647	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 비 얼만큼 올까?
0	21	71	0.99998647	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비의 양 알려줄래?
0	89	72	0.99998647	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비 양좀 알려줄래?
0	16	73	0.99998635	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비 양좀 알려줄래
0	64	74	0.99998635	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울천에 내리는 비의 양 좀 알려줘
0	11	75	0.9999863	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천시 강서구에 내릴 비의 양 알려줄 수 있어?
0	12	76	0.9999863	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대전천에 내리는 비의 양 좀 알려주겠니
0	41	77	0.9999863	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울천에 내리는 비의 양 좀 알려줄래
0	33	78	0.9999861	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대전천에 내리는 비의 양 좀 알려줄래?
0	78	79	0.9999861	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울천에 내리는 비의 양 좀 알려줄래?
0	98	80	0.9999861	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울천에 내리는 비의 양 좀 알려주겠니
0	35	81	0.99998593	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 제주천에 내리는 비의 양 좀 알려줘
0	42	82	0.99998593	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천에 내리는 비의 양 좀 알려주겠니
0	83	83	0.99998593	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천에 내리는 비의 양 좀 알려줘
0	20	84	0.9999859	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 제주천에 내리는 비의 양 좀 알려줄래
0	27	85	0.9999859	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 제주천에 내리는 비의 양 좀 알려주겠니
0	38	86	0.9999859	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천에 내리는 비의 양 좀 알려줄래
0	26	87	0.99998575	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은천에 내리는 비의 양 좀 알려줄래?
0	90	88	0.99998575	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 제주천에 내리는 비의 양 좀 알려줄래?
0	61	89	0.99998355	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울전에 비가 어느 정도 올 거 같아?
0	53	90	0.9999806	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 천전에 비가 어느 정도 올 거 같아?
0	91	91	0.9998017	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량이 얼마나 될지 좀 알려줄래?
0	84	92	0.9998014	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량이 얼마나 될지 좀 알아봐줄래?
0	73	93	0.9997026	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 알려줄래?
0	25	94	0.9996836	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 알려주겠니?
0	29	95	0.99967754	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 알려줘
0	48	96	0.999665	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 알려줄 수 있어?
0	10	97	0.9996468	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 말해줄 수 있지?
0	13	98	0.99958706	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 말해줄 수 있어?
0	99	99	0.9995719	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은도의 예상 강우량 말해줘.
1	58	0	0.9999603	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨 좀 알려줄래
1	29	1	0.9999602	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전양의 날씨는 어떨 거 같아?
1	67	2	0.9999602	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전평 날씨는 어떠니?
1	22	3	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전양의 날씨는 어떤가?
1	23	4	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨는 어떠니?
1	87	5	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨 좀 알려줄래?
1	44	6	0.9999597	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀 알려줄래
1	59	7	0.9999596	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨는 어때?
1	21	8	0.9999595	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 찾아줄래?
1	8	9	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대구 날씨 좀 알려줄래
1	41	10	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨는 어떤가?
1	46	11	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨는 어떠니?
1	51	12	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전동의 날씨는 어떤가?
1	78	13	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀 알려줄래?
1	86	14	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대구 날씨는 어떠니?
1	35	15	0.99995923	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은동의 날씨는 어떠니?
1	7	16	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 알려줄래?
1	15	17	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은도의 날씨가 어떨 거 같아?
1	42	18	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨는 어떨 거 같아?
1	53	19	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은천 날씨는 어떠니?
1	54	20	0.9999591	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨 거 같아?
1	72	21	0.9999591	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨 거 같아
1	13	22	0.999959	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨는 어떤가?
1	38	23	0.999959	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨는 어떠니?
1	71	24	0.999959	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은평의 날씨가 어떨 거 같아
1	12	25	0.99995893	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은평의 날씨가 어떨 거 같아?
1	57	26	0.99995893	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 궁금해
1	30	27	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은도의 날씨가 어떨지 궁금해
1	36	28	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 알고싶어
1	39	29	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은도의 날씨가 어떨지 좀 알려줄래?
1	60	30	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 서울 날씨 찾아줄래?
1	74	31	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은도의 날씨가 어떨지 좀 알려줄래
1	14	32	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 좀 알아봐줄래?
1	31	33	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 좀 알아봐줄래
1	48	34	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 기상정보 알고있니?
1	76	35	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 대구 날씨 찾아줄래?
1	79	36	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 알고있니?
1	5	37	0.9999586	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 좀 알려줘
1	37	38	0.9999586	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은평 날씨는 어떠니?
1	18	39	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 대구 날씨는 어때?
1	47	40	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 좀 알려줄래
1	68	41	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 서울 날씨는 어때?
1	80	42	0.9999584	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은월드의 날씨가 어떨지 좀 알려줄래?
1	88	43	0.9999582	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 부산 날씨 알려줄래?
1	19	44	0.99995786	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 광주 날씨 알려줄래?
1	66	45	0.99995756	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 전주 날씨 알려줄래?
1	28	46	0.9999496	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은은 날씨가 어떨 거 같아?
1	24	47	0.99994934	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 태 날씨 알려줄래?
1	62	48	0.99994844	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은의 날씨가 어떨 거 같아?
1	55	49	0.9999474	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨는 어떨 거 같아?
1	11	50	0.999947	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨는 어떠려나?
1	49	51	0.999947	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨 좀 알려줄래?
1	56	52	0.9999468	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨 좀 알려줄래
1	20	53	0.99994665	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨는 어떠니?
1	32	54	0.9999466	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨는 어때?
1	50	55	0.9999465	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은양의 날씨가 어떨지 알고싶어
1	3	56	0.9999463	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨 알려줄래?
1	89	57	0.99994624	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은 날씨는 어떻니?
1	0	58	0.99994606	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일모 날씨는 어때?
1	17	59	0.999946	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일모 날씨 찾아줄래?
1	73	60	0.99994546	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일모 날씨 알려줄래?
1	26	61	0.9999452	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 알고싶어
1	34	62	0.9999452	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 좀 찾아줄래?
1	64	63	0.99994487	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레 날씨는 어때?
1	77	64	0.99994487	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떨지 좀 알아봐줄래
1	83	65	0.99994487	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떨지 좀 알아봐줄래?
1	90	66	0.99994487	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 좀 알아봐줄래
1	43	67	0.9999448	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 좀 알아봐줄래?
1	2	68	0.9999447	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 좀 알려줄래
1	70	69	0.9999447	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떨 거 같아?
1	61	70	0.9999446	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 궁금한데 좀 알아봐줄래?
1	10	71	0.9999445	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 궁금해
1	65	72	0.9999445	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 좀 알려줘
1	1	73	0.99994445	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레 날씨는 어떠니?
1	52	74	0.99994445	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 좀 알려줄래?
1	27	75	0.9999443	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 궁금한데 좀 알려줄래?
1	40	76	0.9999443	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨 거 같아?
1	45	77	0.9999443	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨가 어떨지 알고있니?
1	84	78	0.9999441	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떠니?
1	4	79	0.99994403	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떤지 좀 알아봐줄래
1	6	80	0.9999439	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떤지 좀 알아봐줄래?
1	33	81	0.99994326	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은레의 날씨는 어떤가?
1	85	82	0.9999352	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은양의 날씨가 어떨지 알고있니?
1	25	83	0.9999348	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은양의 날씨가 어떨 거 같아
1	82	84	0.9999308	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은양의 날씨는 어떨 거 같아?
1	9	85	0.9999299	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은양의 날씨가 어떨 거 같아?
1	69	86	0.99992627	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일은양의 날씨는 어떠니?
1	63	87	0.9999124	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 호 날씨 알려줄래?
1	81	88	0.9999102	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일모양의 날씨는 어떨 거 같아?
1	16	89	0.99988264	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 제주 날씨 알려줄래?
1	75	90	0.99984074	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 서 날씨 알려줄래?
2	90	0	0.99993765	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시시에 대구 온도는 얼마 정도니?
2	27	1	0.9999373	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	모레 5시에 대구 온도가 몇 도인지 궁금한데 알려주겠니?
2	53	2	0.99993646	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	모레 5시에 대구 온도가 몇 도일지 보고 싶은데 부탁해요
2	48	3	0.99993575	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	모레 5시에 대구 온도 좀 알려주겠니?
2	67	4	0.99993414	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	모레 5시에 대구 온도가 몇 도일지 알고있니?
2	72	5	0.99993384	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	모레 5시에 대구 온도가 어떤지 알고 있니?
